fish,date,Site,trap,species,sex,status,TL,SL,head_width,body_width,papilla,total_mass,liver,acc_gland,total_gonad,gsi,hsi,body_condition,Comments (note intersex or fin erosion),substrate
1970,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1971,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1972,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1973,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1974,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1975,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1976,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1977,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1978,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1979,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1980,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1981,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1982,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1983,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1984,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1985,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1986,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1987,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1988,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1989,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1990,April,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1991,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1992,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1993,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1994,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1995,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1996,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1997,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1998,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1999,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2000,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2001,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2002,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2003,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2004,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2005,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2006,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2007,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2008,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2009,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2010,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2011,April,Gr2,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2028,June,Rp3,S2,NM,M,PM,89.61,79.34,15.24,14.14,5.23,9.176,0.112,0.158,0.292,NA,NA,NA,NA,Riprap
2029,June,Rp3,S2,NM,M,PM,86.37,70.29,14.3,13.18,4.69,7.249,0.122,0.126,0.235,NA,NA,NA,NA,Riprap
2030,June,Rp3,S2,NM,M,NRM,86.46,70.51,NA,NA,NA,8.097,NA,NA,NA,NA,NA,NA,NA,Riprap
2031,June,Rp3,S2,NM,F,NRF,88.96,73.29,12.38,12.51,3.42,7.057,0.158,NA,NA,NA,NA,NA,NA,Riprap
2032,June,Rp3,S2,NM,M,NRM,64.07,51.64,8.03,7.17,3.84,1.903,NA,NA,NA,NA,NA,NA,NA,Riprap
2041,June,Gr2,B1,NM,F,NRF,76.12,62.06,10.46,10.96,2.77,4.524,NA,NA,NA,NA,NA,NA,NA,Gravel
2042,June,Gr2,S1,NM,M,PM,100.77,82.98,16.91,12.82,4.94,10.861,0.157,0.068,0.171,NA,NA,NA,NA,Gravel
2043,June,Gr2,S1,NM,M,SM,71.32,58.03,10.66,9.38,5.61,3.339,0.048,NA,0.062,NA,NA,NA,NA,Gravel
2065,June,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2066,June,Gr2,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2089,April,Gr1,S1,NM,M,PM,120.82,99.89,19.94,18.28,5.54,23.874,0.376,0.073,0.349,NA,NA,NA,NA,Gravel
2090,April,Gr1,S1,NM,M,NRM,97.11,80.74,NA,NA,NA,12.531,NA,NA,NA,NA,NA,NA,NA,Gravel
2091,April,Gr1,S1,NM,M,NRM,84.33,69.71,NA,NA,NA,5.471,NA,NA,NA,NA,NA,NA,NA,Gravel
2092,April,Gr1,S1,NM,M,NRM,78.95,64.27,NA,NA,NA,4.466,NA,NA,NA,NA,NA,NA,NA,Gravel
2093,April,Gr1,S1,NM,M,NRM,101.42,83.34,NA,NA,NA,13.919,NA,NA,NA,NA,NA,NA,NA,Gravel
2094,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2095,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2096,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2097,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2098,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2099,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2100,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2101,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2102,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2103,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2104,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2105,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2106,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2107,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2108,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2109,April,Gr1,S1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2110,April,Gr1,S1,NM,F,NRF,73.12,59.65,NA,NA,NA,3.972,NA,NA,NA,NA,NA,NA,NA,Gravel
2111,April,Gr1,S1,NM,F,NRF,73.81,60.15,NA,NA,NA,4.011,NA,NA,NA,NA,NA,NA,NA,Gravel
2112,April,Gr1,S1,NM,F,NRF,82.23,66.46,NA,NA,NA,5.596,NA,NA,NA,NA,NA,NA,NA,Gravel
2113,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2114,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2115,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2116,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2117,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2118,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2119,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2120,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2121,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2122,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2123,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2124,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2125,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2126,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2127,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2128,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2129,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2130,April,Gr1,S1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2131,April,Gr1,S1,NM,M,SM,70.16,57.22,9.83,9.35,5.18,3.515,0.012,0.008,0.171,NA,NA,NA,NA,Gravel
2134,April,Gr1,Net,NM,M,NRM,85.47,70.14,NA,NA,NA,7.652,NA,NA,NA,NA,NA,NA,NA,Gravel
2135,April,Gr1,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2136,April,Gr1,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2137,April,Gr1,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2138,April,Gr1,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2139,April,Gr1,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2140,April,Gr1,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2141,April,Gr1,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2142,April,Gr1,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2143,April,Gr1,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2144,April,Gr1,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2145,April,Gr1,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2146,April,Gr1,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2147,April,Gr1,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2148,April,Gr1,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2149,April,Gr1,Net,NM,F,NRF,75.51,61.64,NA,NA,NA,4.312,NA,NA,NA,NA,NA,NA,NA,Gravel
2150,April,Gr1,Net,NM,F,NRF,72.83,59.54,NA,NA,NA,3.198,NA,NA,NA,NA,NA,NA,NA,Gravel
2151,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2152,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2153,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2154,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2155,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2156,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2157,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2158,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2159,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2160,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2161,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2162,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2163,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2164,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2165,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2166,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2167,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2168,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2169,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2170,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2171,April,Gr1,B1,NM,M,NRM,102.05,83.55,NA,NA,NA,15.852,NA,NA,NA,NA,NA,NA,NA,Gravel
2172,April,Gr1,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2173,April,Gr1,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2174,April,Gr1,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2175,April,Gr1,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2176,April,Gr1,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2177,April,Gr1,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2178,April,Gr1,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2179,April,Gr1,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2180,April,Gr1,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2181,April,Gr1,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2182,April,Gr1,B1,NM,M,SM,69.36,56.67,9.78,9.81,4.32,3.807,0.019,0.007,0.197,NA,NA,NA,NA,Gravel
2183,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2184,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2185,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2186,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2187,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2188,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2189,April,Gr1,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2190,April,Gr1,S2,NM,M,PM,127.06,104.89,24.66,23.28,6.27,32.741,0.576,0.102,0.534,NA,NA,NA,NA,Gravel
2191,April,Gr1,S2,NM,M,PM,134.21,111.31,24.09,20.91,6.94,35.384,0.619,0.051,0.298,NA,NA,NA,NA,Gravel
2192,April,Gr1,S2,NM,M,PM,126.28,104.2,21.08,20.51,6.79,28.712,0.664,0.107,0.493,NA,NA,NA,NA,Gravel
2193,April,Gr1,S2,NM,M,PM,116.39,97.24,20.06,19.38,5.04,21.907,0.375,0.041,0.213,NA,NA,NA,NA,Gravel
2194,April,Gr1,S2,NM,M,PM,112.92,92.95,19.46,18.12,5.38,20.056,0.056,0.033,0.207,NA,NA,NA,NA,Gravel
2195,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2196,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2197,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2198,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2199,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2200,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2201,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2202,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2203,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2204,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2205,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2206,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2207,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2208,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2209,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2210,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2211,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2212,April,Gr1,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2213,April,Gr1,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2214,April,Gr1,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2215,April,Gr1,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2216,April,Gr1,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2217,April,Gr1,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2218,April,Gr1,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2219,April,Gr1,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2220,April,Gr1,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2221,April,Gr1,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2222,April,Gr1,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2223,April,Gr1,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2224,April,Gr1,B2,NM,M,PM,115.01,96.98,20.92,18.82,5.45,21.087,0.327,0.062,0.273,NA,NA,NA,NA,Gravel
2225,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2226,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2227,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2228,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2229,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2230,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2231,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2232,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2233,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2234,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2235,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2236,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2237,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2238,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2239,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2240,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2241,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2242,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2243,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2244,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2245,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2246,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
